soc_id	var_id	code	category	title	definition	pref_name_for_society	glottocode	Lat	Long	description	name	region
B130	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Ngiyambaa	wang1291	-32.14	146.09	Absent	Absent	Australia
B131	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Yaraldi	narr1259	-35.06	139.29	Absent	Absent	Australia
B132	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Mirniny	ngad1258	-34.95	117.81	Absent	Absent	Australia
B133	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Tjapwurong	djab1234	-35.86	141.38	Absent	Absent	Australia
B134	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Bunurong	woiw1237	-38.48	145.23	Absent	Absent	Australia
B135	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Kurnai	gana1278	-37.59	147.42	Absent	Absent	Australia
B136	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Tasmanians (southeastern)	sout1439	-42.62	147.49	Absent	Absent	Australia
B137	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Tasmanians (northwestern)	port1278	-41.38	145.21	Absent	Absent	Australia
B82	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Kaurareg	kala1377	-10.73	142.15	Absent	Absent	Australia
B83	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Larikia	lara1258	-12.6	130.79	Absent	Absent	Australia
B84	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Gunwinygu	gunw1252	-12.43	134.12	Absent	Absent	Australia
B85	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Mirrngadja	djin1252	-12.31	135.2	Absent	Absent	Australia
B86	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Burarra	gunn1247	-12.2	134.73	Absent	Absent	Australia
B87	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Gidjingali	gunn1248	-12.18	134.4	Absent	Absent	Australia
B88	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Yolngu, Dhuwal	dhuw1249	-12.93	135.84	Absent	Absent	Australia
B89	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Yiiji	wuna1249	-15.55	128.19	Absent	Absent	Australia
B90	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Wikmunkan	wikm1247	-13.47	142	Absent	Absent	Australia
B91	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Kaakutju	gaga1251	-13.13	132.95	Absent	Absent	Australia
B92	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Nunggubuyu	nung1290	-13.76	135.98	Absent	Absent	Australia
B93	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Yintjingga	ayab1239	-14	143.5	Absent	Absent	Australia
B94	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Yir Yoront	jirj1239	-15	142.17	Absent	Absent	Australia
B95	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Tiwi	tiwi1244	-11.59	130.87	Absent	Absent	Australia
B96	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Kuku (Yalanji)	kuku1273	-15.92	145.32	Absent	Absent	Australia
B97	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Anindilyagwa	anin1240	-14	136.62	Absent	Absent	Australia
B98	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Walmbaria	flin1247	-14.34	144.22	Absent	Absent	Australia
B99	B033	1	Economy, Property, Wealth transactions	Use of money	Presence or absence of use of money within the society	Mulluk	mull1237	-13.58	130.58	Absent	Absent	Australia
B100	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Worrorra	worr1237	-15.32	124.72	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B101	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Kija	kitj1240	-16.91	127.83	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B102	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Lardil	lard1243	-16.48	139.32	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B103	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Kaiadilt	kaya1319	-16.94	139.03	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B104	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Karajarri	kara1476	-18.94	121.68	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B105	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Mamu	mamu1253	-17.64	145.84	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B106	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Kariyarra	kari1304	-20.88	118.27	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B107	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Warunggu	waru1264	-18.41	145.61	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B108	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Djaru	jaru1254	-19.16	130	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B109	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Walbiri	warl1254	-20	130.57	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B110	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Ngatjan	ngad1260	-17.36	145.56	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B111	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Mardudjara	mart1256	-22.79	125.06	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B112	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Ildawongga	wanm1242	-22.93	127.18	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B113	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Pintubi	pint1250	-22.86	129.44	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B114	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Undanbi	waka1274	-27.27	153.02	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B115	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Jinibarra	yaga1256	-27.25	152.87	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B116	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Karuwali	karr1236	-24.41	141.64	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B117	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Alyawara	alya1239	-22.27	135.17	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B118	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Ngatatjara	ngaa1240	-25.32	127.27	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B119	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Badjalang	midd1357	-29.59	152.78	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B120	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Pitjandjara	pitj1243	-26	130	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B121	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Diyari	dier1241	-28.54	139.09	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B122	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Southern Aranda	lowe1436	-26.09	135.52	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B123	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Jankundjara	yank1247	-27	131.95	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B124	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Northern Aranda	east2379	-23.7	133.76	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B125	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Yuwaalaraay	gami1243	-29.3	147.25	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B126	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Nakako	pitj1243	-27.31	128.19	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B127	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Ooldea	anta1253	-30.38	131.81	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B128	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Paakintji	darl1243	-32.4	142.25	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B129	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Kaurna	kaur1267	-34.56	138.4	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B130	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Ngiyambaa	wang1291	-32.14	146.09	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B131	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Yaraldi	narr1259	-35.06	139.29	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B132	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Mirniny	ngad1258	-34.95	117.81	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B133	B037	3	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Tjapwurong	djab1234	-35.86	141.38	Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations	Grp ownership, subgrps claim excl. access to resources	Australia
B134	B037	3	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Bunurong	woiw1237	-38.48	145.23	Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations	Grp ownership, subgrps claim excl. access to resources	Australia
B135	B037	3	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Kurnai	gana1278	-37.59	147.42	Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations	Grp ownership, subgrps claim excl. access to resources	Australia
B136	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Tasmanians (southeastern)	sout1439	-42.62	147.49	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B137	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Tasmanians (northwestern)	port1278	-41.38	145.21	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B82	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Kaurareg	kala1377	-10.73	142.15	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B83	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Larikia	lara1258	-12.6	130.79	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B84	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Gunwinygu	gunw1252	-12.43	134.12	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B85	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Mirrngadja	djin1252	-12.31	135.2	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B86	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Burarra	gunn1247	-12.2	134.73	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B87	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Gidjingali	gunn1248	-12.18	134.4	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B88	B037	3	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Yolngu, Dhuwal	dhuw1249	-12.93	135.84	Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations	Grp ownership, subgrps claim excl. access to resources	Australia
B89	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Yiiji	wuna1249	-15.55	128.19	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B90	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Wikmunkan	wikm1247	-13.47	142	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B91	B037	2	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Kaakutju	gaga1251	-13.13	132.95	Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape	Grp ownership, hh claim trees/similar features	Australia
B92	B037	3	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Nunggubuyu	nung1290	-13.76	135.98	Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations	Grp ownership, subgrps claim excl. access to resources	Australia
B93	B037	3	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Yintjingga	ayab1239	-14	143.5	Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations	Grp ownership, subgrps claim excl. access to resources	Australia
B94	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Yir Yoront	jirj1239	-15	142.17	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B95	B037	3	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Tiwi	tiwi1244	-11.59	130.87	Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations	Grp ownership, subgrps claim excl. access to resources	Australia
B96	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Kuku (Yalanji)	kuku1273	-15.92	145.32	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B97	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Anindilyagwa	anin1240	-14	136.62	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
B98	B037	3	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Walmbaria	flin1247	-14.34	144.22	Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations	Grp ownership, subgrps claim excl. access to resources	Australia
B99	B037	1	Subsistence, Economy, Property	Ownership of resource locations	Ownership of resource locations	Mulluk	mull1237	-13.58	130.58	No ownership reported, use rights recognized by others	No ownership, use rights recognized	Australia
